Realm Name	Export Time	PMktPrice Date	Reserved	Item ID	Item Name	AH MarketPrice Coppers	AH Quantity	AH MarketPrice	AH MinimumPrice	14-day Median Market Price	Median Market Price StdDev	14-day Todays PMktPrice	PMktPrice StdDev	Daily Price Change	Avg Daily Posted	Avg Estimated Daily Sold	Estimated Demand
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	35	Bent Staff	17362390	1	1736.239	1736.239	1367.22	160.55	1481.34	156.97	0.0098	3.57	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	37	Worn Axe	0	0	0	0	45673.45	7759.57	58303.5	2197.03	0.0406	0.57	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	38	Recruit's Shirt	26566248	5	2656.6248	2656.6248	3121	1876.25	669.75	1429.51	-0.1115	6.14	0.36	0.0586
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	39	Recruit's Pants	45174296	1	4517.4296	4517.4296	4271.38	108.37	4479.18	38.96	0.0058	1.57	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	40	Recruit's Boots	19980000	1	1998	1998	1998.5	2440.79	1416.75	1300.6	-0.1111	2.5	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	43	Squire's Boots	11919999	2	1191.9999	1191.9999	1193	366.91	1432.66	181.06	0.0711	2	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	44	Squire's Pants	112032946	1	11203.2946	11203.2946	8795	1067.34	10177.9	594.45	0.0227	1.36	0.29	0.2132
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	45	Squire's Shirt	4964992	5	496.4992	496.4992	441.52	237.74	747.3	180.15	0.0922	6.86	0.07	0.0102
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	47	Footpad's Shoes	0	0	0	0	1267.51	0	1267.51	0	0	0.43	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	48	Footpad's Pants	0	0	0	0	300	3266.28	167.06	2871.92	-0.1449	0.79	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	49	Footpad's Shirt	1999990000	1	199999	199999	315782.22	73499.26	375974.37	57225.88	0.0367	1	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	51	Neophyte's Boots	5000000	1	500	500	1145.87	895.76	792.93	878.17	-0.0543	2.21	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	52	Neophyte's Pants	4321865	1	432.1865	432.1865	400.71	18.88	392.41	17.89	-0.0043	2.71	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	53	Neophyte's Shirt	3671346	2	367.1346	367.1346	299.33	416.33	789.25	354.97	0.1298	4.93	0.29	0.0588
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	55	Apprentice's Boots	133249999	2	13324.9999	13324.9999	13326	7862.41	17772	3444.69	0.1571	3.21	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	56	Apprentice's Robe	66619997	4	6661.9997	6661.9997	6663	3280.68	8618.13	1438.08	0.1186	4	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	57	Acolyte's Robe	29123678	1	2912.3678	2912.3678	2912.37	0.79	2911.27	0.58	0	1.36	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	59	Acolyte's Shoes	0	0	0	0	2081.49	713.84	2533.27	386.04	0.0693	1.57	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	117	Tough Jerky	147	12	0.0147	0.0147	0.01	0	0.01	0	0.0333	11.86	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	118	Minor Healing Potion	5000	75	0.5	0.49	0.42	1.9	2.29	1.73	0.1808	53	7.07	0.1334
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	120	Thug Pants	0	0	0	0	14305.44	442.93	14609.31	173.36	0.0057	0.57	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	121	Thug Boots	182418961	1	18241.8961	18241.8961	11742.91	3474.83	17402.33	1931.12	0.0459	0.79	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	127	Trapper's Shirt	0	0	0	0	519644.94	118582.28	547978.11	74570.26	0.0356	1.21	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	129	Rugged Trapper's Boots	81499999	1	8149.9999	8149.9999	8375	3267.18	5738.58	2587.55	-0.054	3.14	0.07	0.0223
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	139	Brawler's Pants	78196269	1	7819.6269	7819.6269	7830.87	111.33	7709.17	100.39	-0.002	1.57	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	140	Brawler's Boots	111929705	1	11192.9705	11192.9705	10944.98	317.6	10973.42	245.56	-0.0023	1.14	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	159	Refreshing Spring Water	0	0	0	0	0.57	36.44	0.02	32.41	-0.2258	7	3.21	0.4586
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	238	Cured Leather Boots	0	0	0	0	1659.08	178.14	1658.43	185.28	0.0039	0.64	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	239	Cured Leather Gloves	0	0	0	0	927.66	16.93	906.56	14.59	-0.0028	0.64	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	285	Scalemail Vest	0	0	0	0	35627.64	0	35627.64	0	0	0.14	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	286	Scalemail Pants	0	0	0	0	10505.49	0	10505.49	0	0	0.14	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	414	Dalaran Sharp	0	0	0	0	0.12	0.05	0.04	0.01	-0.0878	1.71	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	422	Dwarven Mild	8371	2	0.8371	0.8371	0.82	0.02	0.78	0.01	-0.0043	6.5	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	647	Destiny	199999900	2	19999.99	19999.99	20870.09	5055.8	25169.71	2771.52	0.05	5.57	0.57	0.1023
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	720	Brawler Gloves	78805603	2	7880.5603	7880.5603	4083.23	1380.57	5873.2	1002.6	0.0623	1.86	0.07	0.0376
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	723	Goretusk Liver	63161	10	6.3161	2	1	2.79	4.86	2.21	0.1873	12.5	1.5	0.12
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	727	Notched Shortsword	50000	3	5	5	5.53	2.56	6.07	2.52	-0.0064	5.79	0.36	0.0622
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	733	Westfall Stew	6350000	5	635	635	582.68	102.82	577.43	105.44	0.0038	3.64	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	754	Shortsword of Vengeance	3429372	6	342.9372	342.9372	459.23	98.16	327.68	71.53	-0.0397	7.43	0.21	0.0283
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	765	Silverleaf	55000	784	5.5	5.07	5	3.59	3.21	3.55	-0.0553	963.86	245.93	0.2552
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	767	Long Bo Staff	0	0	0	0	1513.35	152.2	1677.68	30.95	0.0226	1.21	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	768	Lumberjack Axe	1771018	2	177.1019	177.1019	108.46	26.08	136.36	17.1	0.0482	3.21	0.21	0.0654
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	769	Chunk of Boar Meat	0	0	0	0	1.05	2.8	5.33	1.96	0.1907	66.36	21.71	0.3272
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	770	Pointy Crocolisk Tooth	0	0	0	0	10257.31	0	10257.31	0	0	0.14	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	774	Malachite	10000	11	1	1	0.88	0.31	1	0.29	0.0353	60.64	15	0.2474
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	776	Vendetta	862370000	1	86237	86237	52348	18463.72	79960.19	10854.65	0.0475	0.86	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	783	Light Hide	11904	19	1.1904	0.725	0.93	1.78	0.04	1.05	-0.1727	30.29	7.71	0.2545
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	785	Mageroyal	19613	329	1.9613	0.95	5.91	2.74	0.97	1.28	-0.1158	1492.36	156.86	0.1051
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	789	Stout Battlehammer	350000	2	35	35	93.93	74.28	7.5	49.42	-0.1485	2.79	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	790	Forester's Axe	383466	1	38.3466	38.3466	41.67	16.72	43.55	17.71	0.0145	0.64	0.07	0.1094
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	791	Gnarled Ash Staff	0	0	0	0	123.35	93.35	146.69	0	-0.9999	0.14	0.14	1
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	792	Knitted Sandals	0	0	0	0	1111	2278.31	83.33	1884.18	-0.1435	0.57	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	804	Large Blue Sack	538623	2	53.8623	53.8623	78.1	222.5	39.04	159.72	-0.1597	3.21	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	805	Small Red Pouch	16286	7	1.6286	1.6286	1.81	0.88	0.92	0.64	-0.0769	7.86	0.14	0.0178
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	809	Bloodrazor	156254299	1	15625.4299	15625.4299	15516.66	4672.1	11016.06	4302.03	-0.034	2.71	0.07	0.0258
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	810	Hammer of the Northern Wind	35000000	3	3500	3500	3853.99	1467.4	2537.89	1275	-0.0274	3.14	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	811	Axe of the Deep Woods	111330000	1	11133	11133	0	0	0	0	0	0	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	812	Glowing Brightwood Staff	21316183	2	2131.6183	2131.6183	2137.14	130.57	2224.72	75.81	0.0097	1.79	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	814	Flask of Oil	6463	26	0.6463	0.6381	0.51	1.37	0.23	1.16	-0.1457	31.29	0.07	0.0022
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	818	Tigerseye	7529	24	0.7529	0.7529	0.45	0.23	0.65	0.21	0.0629	91.21	12.07	0.1323
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	821	Riverpaw Leather Vest	126398176	1	12639.8176	12639.8176	13318.89	3443.29	11337.22	3101.26	-0.0039	1.71	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	828	Small Blue Pouch	32438	20	3.2438	0.25	2.79	1.17	4.4	0.71	0.091	14.64	0.36	0.0246
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	832	Silver Defias Belt	0	0	0	0	59899	10733.13	65485.59	7212.65	0.0327	0.43	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	833	Lifestone	80000000	1	8000	8000	777	259.98	1041.38	138.47	0.0732	0.93	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	838	Heavy Weave Pants	7403708	1	740.3708	740.3708	636.33	50.24	720.51	10.07	0.0199	1	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	843	Tanned Leather Boots	0	0	0	0	1552.76	71.37	1675.97	42.46	0.0105	0.64	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	844	Tanned Leather Gloves	0	0	0	0	2958.29	181.62	3192.45	91.37	0.0153	1.07	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	847	Chainmail Armor	0	0	0	0	10513.43	0	10513.43	0	0	0.14	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	848	Chainmail Pants	0	0	0	0	6342.49	0	6342.49	0	0	0.14	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	851	Cutlass	0	0	0	0	6440.07	722.21	4166.66	197.79	-0.0462	0.43	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	854	Quarter Staff	0	0	0	0	3334	0	3334	0	0	0.29	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	856	Blue Leather Bag	0	0	0	0	66.66	13.7	51.73	6.56	-0.039	0.86	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	857	Large Red Sack	331308	1	33.1309	33.1309	7.81	14.27	18.8	12.9	0.0534	1.36	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	858	Lesser Healing Potion	89	58	0.0089	0.0087	0.02	0	0.01	0	-0.0477	90.86	3.21	0.0353
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	862	Runed Ring	8128817	1	812.8818	812.8818	308.49	318.47	604.65	268.05	0.1416	1.07	0.14	0.1308
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	863	Gloom Reaper	500000	3	50	50	35.11	41.77	47.94	42.74	0.0179	3.07	0.07	0.0228
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	864	Knightly Longsword	0	0	0	0	40.25	71.76	26.04	41.25	-0.2662	1.71	0.14	0.0819
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	865	Leaden Mace	1958173	1	195.8174	195.8174	24.58	13.14	13.31	10.63	-0.037	0.86	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	866	Monk's Staff	0	0	0	0	244.91	141.79	53.64	104.54	-0.1067	1	0.07	0.07
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	867	Gloves of Holy Might	161779313	1	16177.9313	16177.9313	15791.11	12133.81	11843.32	7597.96	-0.0842	2.57	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	868	Ardent Custodian	0	0	0	0	2875.61	3653.48	3545.65	3770.53	-0.0013	2.57	0.07	0.0272
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	869	Dazzling Longsword	150000000	1	15000	15000	16110.34	1153.79	14151.68	525.97	-0.0166	5.57	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	870	Fiery War Axe	0	0	0	0	20492.39	10379.36	25870.72	10436.33	0.0209	2	0.07	0.035
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	871	Flurry Axe	31890293	1	3189.0293	3189.0293	2588.89	419.95	3050.3	176.03	0.0366	1.71	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	873	Staff of Jordan	0	0	0	0	2478.65	1886.18	4597.07	1606.58	0.0523	1.71	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	890	Twisted Chanter's Staff	2259901	6	225.9901	225.9901	599	325.87	150.75	182.48	-0.1152	4.36	0.07	0.0161
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	892	Gnoll Casting Gloves	850000000	2	85000	85000	80000	12542.56	95950.73	8651.22	0.0304	2.14	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	897	Madwolf Bracers	890040264	1	89004.0264	89004.0264	85782.82	4440.64	90333.86	1243.63	0.0105	0.79	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	914	Large Ogre Chain Armor	228035652	1	22803.5653	22803.5653	22802	0.65	22801.27	0.55	0	2.29	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	922	Dacian Falx	0	0	0	0	50000	28577.38	11250	11067.97	-0.3556	0.29	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	923	Longsword	0	0	0	0	5754.74	0	5754.74	0	0	0.14	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	929	Healing Potion	1200	17	0.12	0.12	0.73	0.36	0.42	0.29	-0.0266	46.86	3.93	0.0839
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	932	Fel Steed Saddlebags	11269900	2	1126.99	1126.99	634.07	511.92	1288.41	343.66	0.1698	2.29	0.07	0.0306
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	934	Stalvan's Reaper	5500000	2	550	550	991.85	390.96	295.74	129.38	-0.1	3.29	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	936	Midnight Mace	0	0	0	0	999.59	409.13	1177.5	356.39	0.0521	2.93	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	937	Black Duskwood Staff	5000000	1	500	500	1906.92	15.74	1891.61	15.51	-0.001	0.86	0.07	0.0814
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	940	Robes of Insight	0	0	0	0	39091.12	5669.26	41778.11	5389.94	0.014	2.79	0.14	0.0502
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	942	Freezing Band	8738663	2	873.8663	873.8663	794.26	424.77	1112.05	192.21	0.1382	2.86	0.07	0.0245
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	943	Warden Staff	19659646	3	1965.9646	1965.9646	3544.81	839.04	2104.38	409.42	-0.0469	1.5	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	944	Elemental Mage Staff	0	0	0	0	10922.79	3174.08	16452.99	1630.09	0.0437	5.86	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	954	Scroll of Strength	0	0	0	0	29.59	0	29.59	0	0	0.43	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	955	Scroll of Intellect	1578898	2	157.8898	157.8898	157.89	64.48	181.02	31.1	0.0912	3.29	0.14	0.0426
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1015	Lean Wolf Flank	11200	4	1.12	1.12	0.44	0.32	0.86	0.25	0.0934	56.64	13.43	0.2371
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1017	Seasoned Wolf Kabob	13190	4	1.319	1.319	0.99	0.43	1.21	0.35	0.0726	15.86	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1076	Defias Renegade Ring	804847400	2	80484.74	80484.74	73592.72	2813.66	76372.37	2470.13	0.0042	0.57	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1080	Tough Condor Meat	17006	19	1.7006	1.6666	2.13	1.05	2	0.97	0.027	15.79	0.14	0.0089
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1121	Feet of the Lynx	35001232	2	3500.1232	3500.1232	1369.66	1909.78	1575.85	1777.01	-0.0379	4.21	0.07	0.0166
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1168	Skullflame Shield	911818674	2	91181.8674	91181.8674	94448.46	9097.89	82943.03	7447.39	-0.0142	3.14	0.64	0.2038
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1169	Blackskull Shield	36129492	2	3612.9492	3612.9492	2499.99	893.31	2732.19	834.45	-0.0072	4.07	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1177	Oil of Olaf	0	0	0	0	282.09	22.95	323.55	3.67	0.0206	1.36	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1179	Ice Cold Milk	4987822	7	498.7822	498.7822	173.97	198.63	105.97	197.36	-0.068	28.93	0.29	0.01
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1180	Scroll of Stamina	352537	6	35.2538	35.2538	36.21	45.75	29.41	44.26	-0.0572	9.07	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1181	Scroll of Versatility	0	0	0	0	21.5	0	21.5	0	0	0.64	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1189	Overseer's Ring	1473910916	1	147391.0916	147391.0916	134958.34	8128.91	147468.69	2984.03	0.0144	2.07	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1190	Overseer's Cloak	457101080	1	45710.108	45710.108	36744.93	16150.4	25897.08	10473.58	-0.0739	2.14	0.43	0.2009
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1195	Kobold Mining Shovel	0	0	0	0	50245	3882.92	56767.92	1307.48	0.0179	0.57	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1196	Tabar	0	0	0	0	1556	0	1556	0	0	0.57	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1198	Claymore	0	0	0	0	5175.06	0	5175.06	0	0	0.14	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1203	Aegis of Stormwind	5118624	8	511.8624	500	774.78	799.86	1369.14	774.6	0.0598	6.79	0.43	0.0633
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1204	The Green Tower	0	0	0	0	14998.13	537.19	14563.45	247.27	-0.0093	1.29	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1205	Melon Juice	110411	93	11.0412	10.3863	10.55	5.85	14.08	3.12	0.1312	84.43	0.21	0.0025
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1206	Moss Agate	99995	3	9.9996	9.9996	4.24	2.13	4.57	2.15	0.0256	41.64	9.29	0.2231
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1207	Murphstar	328998	10	32.8998	32.8998	120.87	30.5	68.18	15.64	-0.0577	9	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1210	Shadowgem	17822	23	1.7822	1.2	0.44	0.43	0.12	0.36	-0.1191	93.14	11.86	0.1273
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1211	Gnoll War Harness	428452234	1	42845.2235	42845.2235	41972.18	9714.1	35218.42	5853.62	-0.0369	4	0.5	0.125
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1215	Support Girdle	0	0	0	0	125000	30000	81153.85	21244.97	-0.0386	4.21	0.07	0.0166
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1251	Linen Bandage	68	34	0.0068	0.0068	0	0	0.01	0	0.0169	81.93	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1263	Brain Hacker	72209995	2	7220.9995	7220.9995	4276.55	1611.82	6861.22	998.57	0.0694	6.57	0.29	0.0441
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1265	Scorpion Sting	10000000	2	1000	1000	3113.73	1646.87	600	737.51	-0.0982	0.64	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1280	Cloaked Hood	0	0	0	0	412568.19	0	412568.19	0	0	0.36	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1288	Large Venom Sac	1196	14	0.1196	0.1195	0.14	0.06	0.09	0.06	-0.0405	52.21	2.21	0.0423
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1297	Robes of the Shadowcaster	0	0	0	0	62298.13	9224.09	69055.82	6187.19	0.0274	1	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1299	Lesser Belt of the Spire	350000000	1	35000	35000	35000	7817.31	39427.68	5323.76	0.037	3.36	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1314	Ghoul Fingers	0	0	0	0	334002.03	15660.04	352640.38	3620.61	0.0105	1.14	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1315	Lei of Lilies	22104989	3	2210.499	2210.499	2364.17	875.3	1657.87	349.55	-0.0595	3.71	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1318	Night Reaver	0	0	0	0	16577.07	14744.23	54142.28	8948.13	0.1363	0.71	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1355	Buckskin Cape	0	0	0	0	3367.15	0	3367.15	0	0	0.43	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1357	Captain Sanders' Treasure Map	890000	3	89	89	182.25	1024.53	90.94	648.35	-0.1765	2.36	0.07	0.0297
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1366	Ragged Leather Pants	0	0	0	0	150000	0	150000	0	0	0.21	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1374	Frayed Shoes	0	0	0	0	56970.38	4218.89	53954.89	1615.09	-0.0131	0.57	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1377	Frayed Gloves	0	0	0	0	150000	0	150000	0	0	0.21	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1391	Riverpaw Mystic Staff	164069532	2	16406.9532	16406.9532	16559.6	1385.24	17294.03	1293.66	0.0012	3.79	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1395	Apprentice's Pants	144359999	2	14435.9999	14435.9999	14440.5	2.96	14434.85	0.55	-0.0001	3.64	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1396	Acolyte's Pants	0	0	0	0	4093.11	1166.75	3561.07	1174.4	-0.0099	1.57	0	0
US - Khaz'goroth / Alliance	05/11/2018 02:08:05	05/11/2018	N/A	1405	Foamspittle Staff	0	0	0	0	7920.8	603.18	7046.59	127.76	-0.0178	1.14	0	0
